838527 10044 2107979913 -48.5441676040609 -27.5905736374043
838535 5022 2107974630 -48.5444636668229 -27.590535295461
838543 5022 2114834029 -48.544564918265 -27.5906089106625
838586 8154 2107974648 -48.5449568284732 -27.5905140649567
838594 8154 2107974648 -48.5449568284732 -27.5905140649567
838624 8154 2107974648 -48.5449568284732 -27.5905140649567
838632 8154 2107974648 -48.5449568284732 -27.5905140649567
838640 8154 2107974648 -48.5449568284732 -27.5905140649567
838667 8154 2107974648 -48.5449568284732 -27.5905140649567
838675 8154 2107974648 -48.5449568284732 -27.5905140649567
838683 8154 2107974648 -48.5449568284732 -27.5905140649567
838691 8154 2107974648 -48.5449568284732 -27.5905140649567
838705 8154 2107974648 -48.5449568284732 -27.5905140649567
838780 8154 2107974665 -48.5452969411708 -27.5904894937486
838799 8154 2107974685 -48.545929108566 -27.590506449994
838802 8154 2107974685 -48.545929108566 -27.590506449994
838810 7548 2107974687 -48.5462079983221 -27.5905297889961
838829 7548 2107974687 -48.5462079983221 -27.5905297889961
838837 7548 2107974687 -48.5462079983221 -27.5905297889961
838845 7548 2107974687 -48.5462079983221 -27.5905297889961
838853 7548 2107974687 -48.5462079983221 -27.5905297889961
838861 7548 2107974687 -48.5462079983221 -27.5905297889961
838888 7548 2107974687 -48.5462079983221 -27.5905297889961
838896 7548 2107974687 -48.5462079983221 -27.5905297889961
838900 7548 2107974687 -48.5462079983221 -27.5905297889961
838918 7548 2107974687 -48.5462079983221 -27.5905297889961
838934 7548 2107974687 -48.5462079983221 -27.5905297889961
838942 7548 2107974687 -48.5462079983221 -27.5905297889961
838950 7548 2107974687 -48.5462079983221 -27.5905297889961
838969 7548 2107974687 -48.5462079983221 -27.5905297889961
838977 7548 2107974687 -48.5462079983221 -27.5905297889961
838985 7548 2107974687 -48.5462079983221 -27.5905297889961
838993 7548 2107974687 -48.5462079983221 -27.5905297889961
839000 71531 2108003452 -48.5461140087275 -27.5907802312086
839019 71531 2108003452 -48.5461140087275 -27.5907802312086
839027 71531 2108003452 -48.5461140087275 -27.5907802312086
839035 71531 2108003452 -48.5461140087275 -27.5907802312086
839043 71531 2108003452 -48.5461140087275 -27.5907802312086
839051 71531 2108003452 -48.5461140087275 -27.5907802312086
839060 71531 2108003452 -48.5461140087275 -27.5907802312086
839078 71531 2108003452 -48.5461140087275 -27.5907802312086
839086 71531 2108003452 -48.5461140087275 -27.5907802312086
839094 71531 2108003452 -48.5461140087275 -27.5907802312086
839108 71531 2108003452 -48.5461140087275 -27.5907802312086
839116 71531 2108003452 -48.5461140087275 -27.5907802312086
839132 71531 2108003452 -48.5461140087275 -27.5907802312086
839140 71531 2108003452 -48.5461140087275 -27.5907802312086
839159 71531 2108003452 -48.5461140087275 -27.5907802312086
839167 71531 2108003452 -48.5461140087275 -27.5907802312086
839175 71531 2108003452 -48.5461140087275 -27.5907802312086
839183 71531 2108003452 -48.5461140087275 -27.5907802312086
839191 71531 2108003452 -48.5461140087275 -27.5907802312086
839205 5081 2108003400 -48.546278005834 -27.5908922200414
839213 5081 2108003399 -48.5462750679666 -27.5909740974761
839230 18187 2108003310 -48.5462315728401 -27.5913309121981
839256 6870 2108003309 -48.5458215743996 -27.5913420684488
839264 6870 2108003308 -48.5456358403356 -27.5913511449458
839272 6870 2108003307 -48.5455072300818 -27.5913372303179
839280 5040 2108003256 -48.5452041693027 -27.591307777688
839299 5040 2108003256 -48.5452041693027 -27.591307777688
839302 5040 2108003256 -48.5452041693027 -27.591307777688
839310 5040 2108003256 -48.5452041693027 -27.591307777688
839337 5040 2108003256 -48.5452041693027 -27.591307777688
839345 5040 2108003256 -48.5452041693027 -27.591307777688
839353 5040 2108003256 -48.5452041693027 -27.591307777688
839361 5040 2108003256 -48.5452041693027 -27.591307777688
839370 5040 2108002427 -48.5451631222063 -27.5914500669495
839388 5040 2108002427 -48.5451631222063 -27.5914500669495
839396 5040 2108002427 -48.5451631222063 -27.5914500669495
839400 5040 2108002427 -48.5451631222063 -27.5914500669495
839418 5040 2108002427 -48.5451631222063 -27.5914500669495
839426 5040 2108002427 -48.5451631222063 -27.5914500669495
839434 5040 2108002427 -48.5451631222063 -27.5914500669495
839442 5040 2108002427 -48.5451631222063 -27.5914500669495
839450 5040 2108002427 -48.5451631222063 -27.5914500669495
839469 5040 2108002427 -48.5451631222063 -27.5914500669495
839477 5040 2108002427 -48.5451631222063 -27.5914500669495
839485 5040 2108002427 -48.5451631222063 -27.5914500669495
